,Index,fpositive,fnegative,fneutral,score,label
75,75,0.30791041254997253,0.02584029734134674,0.6662492752075195,0.6662492752075195,neutral
76,76,0.028090892359614372,0.7197172045707703,0.2521919012069702,0.7197172045707703,negative
77,77,0.18818099796772003,0.017878113314509392,0.7939409017562866,0.7939409017562866,neutral
78,78,0.6406036019325256,0.020928850397467613,0.3384675979614258,0.6406036019325256,positive
79,79,0.8469952344894409,0.006820449605584145,0.14618434011936188,0.8469952344894409,positive
80,80,0.875736653804779,0.00780988996848464,0.11645346879959106,0.875736653804779,positive
81,81,0.7878900170326233,0.008112607523798943,0.20399749279022217,0.7878900170326233,positive
82,82,0.9289887547492981,0.008590995334088802,0.06242020055651665,0.9289887547492981,positive
83,83,0.7216106057167053,0.010255116969347,0.2681342661380768,0.7216106057167053,positive
84,84,0.05455445498228073,0.03230482339859009,0.9131407141685486,0.9131407141685486,neutral
85,85,0.54719477891922,0.010504140518605709,0.44230106472969055,0.54719477891922,positive
86,86,0.32530736923217773,0.6405770778656006,0.034115541726350784,0.6405770778656006,negative
87,87,0.6466161608695984,0.024021700024604797,0.329362154006958,0.6466161608695984,positive
88,88,0.12686827778816223,0.013577794656157494,0.859553873538971,0.859553873538971,neutral
89,89,0.843210756778717,0.007108381483703852,0.14968085289001465,0.843210756778717,positive
90,90,0.07544291019439697,0.052776798605918884,0.871780276298523,0.871780276298523,neutral
91,91,0.08798599243164062,0.09228861331939697,0.8197253942489624,0.8197253942489624,neutral
92,92,0.13742439448833466,0.12516817450523376,0.737407386302948,0.737407386302948,neutral
93,93,0.8046110272407532,0.10275846719741821,0.09263052046298981,0.8046110272407532,positive
94,94,0.34191811084747314,0.01771518588066101,0.6403667330741882,0.6403667330741882,neutral
95,95,0.31472069025039673,0.00760872894898057,0.6776705384254456,0.6776705384254456,neutral
96,96,0.20879919826984406,0.013064129278063774,0.778136670589447,0.778136670589447,neutral
97,97,0.08130886405706406,0.8622715473175049,0.05641962215304375,0.8622715473175049,negative
98,98,0.015055124647915363,0.9036604166030884,0.08128442615270615,0.9036604166030884,negative
99,99,0.6040993332862854,0.010339075699448586,0.3855615556240082,0.6040993332862854,positive
100,100,0.023790821433067322,0.9160836338996887,0.06012560427188873,0.9160836338996887,negative
101,101,0.09070240706205368,0.1613665521144867,0.7479310631752014,0.7479310631752014,neutral
102,102,0.6597130298614502,0.013192825019359589,0.3270941376686096,0.6597130298614502,positive
103,103,0.4989941716194153,0.08447105437517166,0.41653478145599365,0.4989941716194153,positive
104,104,0.9154446125030518,0.008802737109363079,0.07575272023677826,0.9154446125030518,positive
105,105,0.935581624507904,0.013779977336525917,0.05063846334815025,0.935581624507904,positive
106,106,0.47846412658691406,0.012761162593960762,0.5087746977806091,0.5087746977806091,neutral
107,107,0.8626589775085449,0.006880258675664663,0.13046076893806458,0.8626589775085449,positive
108,108,0.7294405102729797,0.009322552010416985,0.2612369954586029,0.7294405102729797,positive
109,109,0.771172285079956,0.04960637167096138,0.17922131717205048,0.771172285079956,positive
110,110,0.08722465485334396,0.020837264135479927,0.8919380903244019,0.8919380903244019,neutral
111,111,0.8007845878601074,0.007749030366539955,0.19146639108657837,0.8007845878601074,positive
112,112,0.2228143960237503,0.009770963340997696,0.7674146294593811,0.7674146294593811,neutral
113,113,0.7869695425033569,0.008688085712492466,0.20434236526489258,0.7869695425033569,positive
114,114,0.02657025307416916,0.9218989014625549,0.05153083801269531,0.9218989014625549,negative
115,115,0.013383802957832813,0.960785984992981,0.025830194354057312,0.960785984992981,negative
116,116,0.22298458218574524,0.013876143842935562,0.7631392478942871,0.7631392478942871,neutral
117,117,0.6710251569747925,0.009312006644904613,0.319662868976593,0.6710251569747925,positive
118,118,0.633038341999054,0.28365039825439453,0.08331134915351868,0.633038341999054,positive
119,119,0.14479945600032806,0.008507275953888893,0.846693217754364,0.846693217754364,neutral
120,120,0.011572006158530712,0.8714848160743713,0.11694316565990448,0.8714848160743713,negative
121,121,0.0247197262942791,0.8401252627372742,0.13515497744083405,0.8401252627372742,negative
122,122,0.4535585641860962,0.00817809160798788,0.5382633805274963,0.5382633805274963,neutral
123,123,0.04015335068106651,0.8129900097846985,0.1468566656112671,0.8129900097846985,negative
124,124,0.855150043964386,0.022366652265191078,0.1224832609295845,0.855150043964386,positive
125,125,0.026937413960695267,0.9457423686981201,0.0273202545940876,0.9457423686981201,negative
126,126,0.1759161353111267,0.010511096566915512,0.8135727643966675,0.8135727643966675,neutral
127,127,0.01024838350713253,0.961984395980835,0.027767183259129524,0.961984395980835,negative
128,128,0.9217644929885864,0.008122263476252556,0.07011329382658005,0.9217644929885864,positive
129,129,0.8728454113006592,0.0628332868218422,0.064321368932724,0.8728454113006592,positive
130,130,0.7034195065498352,0.007589240092784166,0.2889913320541382,0.7034195065498352,positive
131,131,0.03961806744337082,0.9098841547966003,0.05049777776002884,0.9098841547966003,negative
132,132,0.157274067401886,0.3529558479785919,0.4897701144218445,0.4897701144218445,neutral
133,133,0.11844127625226974,0.054640721529722214,0.8269179463386536,0.8269179463386536,neutral
134,134,0.3032681345939636,0.04568375647068024,0.6510481238365173,0.6510481238365173,neutral
135,135,0.6171530485153198,0.009124919772148132,0.37372198700904846,0.6171530485153198,positive
136,136,0.10633232444524765,0.13276025652885437,0.7609073519706726,0.7609073519706726,neutral
137,137,0.13871148228645325,0.5316100716590881,0.329678475856781,0.5316100716590881,negative
138,138,0.016996944323182106,0.963735818862915,0.019267244264483452,0.963735818862915,negative
139,139,0.1481158286333084,0.02647150680422783,0.8254126906394958,0.8254126906394958,neutral
140,140,0.013782390393316746,0.9309934973716736,0.05522402748465538,0.9309934973716736,negative
141,141,0.017886968329548836,0.5866634249687195,0.39544951915740967,0.5866634249687195,negative
142,142,0.014152273535728455,0.8915837407112122,0.09426406770944595,0.8915837407112122,negative
143,143,0.9391107559204102,0.013755148276686668,0.04713410139083862,0.9391107559204102,positive
144,144,0.7799862623214722,0.0142821054905653,0.20573166012763977,0.7799862623214722,positive
145,145,0.2528746724128723,0.010174288414418697,0.7369510531425476,0.7369510531425476,neutral
146,146,0.3156256377696991,0.008625559508800507,0.6757488250732422,0.6757488250732422,neutral
147,147,0.7114424705505371,0.008151886984705925,0.2804056406021118,0.7114424705505371,positive
148,148,0.1800701767206192,0.015412057749927044,0.8045178055763245,0.8045178055763245,neutral
149,149,0.385764479637146,0.011063363403081894,0.6031721234321594,0.6031721234321594,neutral
150,150,0.3021218180656433,0.18940702080726624,0.5084711909294128,0.5084711909294128,neutral
151,151,0.012958366423845291,0.9349686503410339,0.05207303538918495,0.9349686503410339,negative
152,152,0.9538401365280151,0.020859170705080032,0.0253007672727108,0.9538401365280151,positive
153,153,0.8249585032463074,0.007063417229801416,0.16797800362110138,0.8249585032463074,positive
154,154,0.49159926176071167,0.007535092532634735,0.5008656978607178,0.5008656978607178,neutral
155,155,0.7510979175567627,0.1748848706483841,0.07401718199253082,0.7510979175567627,positive
156,156,0.9496605396270752,0.024033600464463234,0.02630593813955784,0.9496605396270752,positive
157,157,0.03998497873544693,0.92926025390625,0.03075476735830307,0.92926025390625,negative
158,158,0.23407115042209625,0.03523440286517143,0.7306944131851196,0.7306944131851196,neutral
159,159,0.8506596088409424,0.007479431573301554,0.1418609917163849,0.8506596088409424,positive
160,160,0.7333918809890747,0.008024957962334156,0.2585832178592682,0.7333918809890747,positive
161,161,0.28005078434944153,0.009945235215127468,0.7100040316581726,0.7100040316581726,neutral
162,162,0.16700685024261475,0.032826151698827744,0.8001669645309448,0.8001669645309448,neutral
163,163,0.9554091691970825,0.015171381644904613,0.029419468715786934,0.9554091691970825,positive
164,164,0.9520080089569092,0.02011091448366642,0.02788109891116619,0.9520080089569092,positive
165,165,0.6817687749862671,0.009996676817536354,0.30823448300361633,0.6817687749862671,positive
166,166,0.9460782408714294,0.0277699064463377,0.026151861995458603,0.9460782408714294,positive
167,167,0.8303127884864807,0.0076128519140183926,0.16207438707351685,0.8303127884864807,positive
168,168,0.4652288258075714,0.00794616062194109,0.5268250107765198,0.5268250107765198,neutral
169,169,0.06170244887471199,0.6690536737442017,0.269243985414505,0.6690536737442017,negative
170,170,0.04696216061711311,0.11546464264392853,0.8375731706619263,0.8375731706619263,neutral
171,171,0.9231420159339905,0.01339876838028431,0.06345918029546738,0.9231420159339905,positive
172,172,0.2798860967159271,0.010229771956801414,0.7098841667175293,0.7098841667175293,neutral
173,173,0.1992207020521164,0.31558623909950256,0.48519301414489746,0.48519301414489746,neutral
174,174,0.04551253840327263,0.577259361743927,0.37722817063331604,0.577259361743927,negative
175,175,0.11657587438821793,0.016287360340356827,0.8671367168426514,0.8671367168426514,neutral
176,176,0.869368314743042,0.10593768209218979,0.02469390630722046,0.869368314743042,positive
177,177,0.5194547176361084,0.012966925278306007,0.4675784111022949,0.5194547176361084,positive
178,178,0.3374580442905426,0.034437600523233414,0.6281043887138367,0.6281043887138367,neutral
179,179,0.21039007604122162,0.009952672757208347,0.7796573042869568,0.7796573042869568,neutral
180,180,0.12438133358955383,0.066180519759655,0.8094381093978882,0.8094381093978882,neutral
181,181,0.6423823237419128,0.010974119417369366,0.3466435372829437,0.6423823237419128,positive
182,182,0.9186824560165405,0.008734817616641521,0.07258275151252747,0.9186824560165405,positive
183,183,0.25425437092781067,0.010142968967556953,0.735602617263794,0.735602617263794,neutral
184,184,0.13460803031921387,0.011365254409611225,0.8540267944335938,0.8540267944335938,neutral
185,185,0.45949748158454895,0.013179278001189232,0.5273232460021973,0.5273232460021973,neutral
186,186,0.3316724896430969,0.008862297050654888,0.6594651937484741,0.6594651937484741,neutral
187,187,0.5973726511001587,0.010279138572514057,0.39234814047813416,0.5973726511001587,positive
188,188,0.5172527432441711,0.050734397023916245,0.4320128560066223,0.5172527432441711,positive
189,189,0.08411230891942978,0.182505264878273,0.7333824634552002,0.7333824634552002,neutral
190,190,0.37051820755004883,0.011862079612910748,0.6176196932792664,0.6176196932792664,neutral
191,191,0.8270043730735779,0.007807490415871143,0.16518816351890564,0.8270043730735779,positive
192,192,0.016158711165189743,0.9213759899139404,0.062465228140354156,0.9213759899139404,negative
193,193,0.1689208596944809,0.008594869635999203,0.8224843144416809,0.8224843144416809,neutral
194,194,0.08373098075389862,0.013055607676506042,0.903213381767273,0.903213381767273,neutral
195,195,0.7742286324501038,0.009276077151298523,0.21649524569511414,0.7742286324501038,positive
196,196,0.8659111857414246,0.009904791601002216,0.1241840273141861,0.8659111857414246,positive
197,197,0.9323610663414001,0.014007025398314,0.05363192781805992,0.9323610663414001,positive
198,198,0.9444547295570374,0.020500944927334785,0.035044245421886444,0.9444547295570374,positive
199,199,0.7015652060508728,0.011298627592623234,0.28713613748550415,0.7015652060508728,positive
200,200,0.4355921149253845,0.034893158823251724,0.5295147895812988,0.5295147895812988,neutral
201,201,0.2771703898906708,0.030980316922068596,0.6918492913246155,0.6918492913246155,neutral
202,202,0.13384298980236053,0.04025835916399956,0.8258986473083496,0.8258986473083496,neutral
203,203,0.04837667942047119,0.03202454000711441,0.9195988178253174,0.9195988178253174,neutral
204,204,0.8342111706733704,0.006714001763612032,0.1590748280286789,0.8342111706733704,positive
205,205,0.8952972888946533,0.07654760032892227,0.028155097737908363,0.8952972888946533,positive
206,206,0.9090765118598938,0.01043002586811781,0.0804934874176979,0.9090765118598938,positive
207,207,0.6205005645751953,0.04087527096271515,0.33862417936325073,0.6205005645751953,positive
208,208,0.7389386296272278,0.008440384641289711,0.25262102484703064,0.7389386296272278,positive
209,209,0.28542861342430115,0.01056719571352005,0.7040042281150818,0.7040042281150818,neutral
210,210,0.8905202150344849,0.011861068196594715,0.0976187214255333,0.8905202150344849,positive
211,211,0.3273659944534302,0.008979019708931446,0.6636549830436707,0.6636549830436707,neutral
212,212,0.6272810697555542,0.021985474973917007,0.3507334291934967,0.6272810697555542,positive
213,213,0.07459581643342972,0.6292499303817749,0.296154260635376,0.6292499303817749,negative
214,214,0.09953032433986664,0.02494628168642521,0.8755234479904175,0.8755234479904175,neutral
215,215,0.5242711305618286,0.013742228038609028,0.46198660135269165,0.5242711305618286,positive
216,216,0.45932087302207947,0.008751553483307362,0.5319275259971619,0.5319275259971619,neutral
217,217,0.02990889921784401,0.483447402715683,0.4866437315940857,0.4866437315940857,neutral
218,218,0.14815063774585724,0.15302234888076782,0.6988269686698914,0.6988269686698914,neutral
219,219,0.3627413809299469,0.02063998021185398,0.6166186928749084,0.6166186928749084,neutral
220,220,0.27223217487335205,0.010105551220476627,0.7176622748374939,0.7176622748374939,neutral
221,221,0.8694890737533569,0.013718835078179836,0.11679203063249588,0.8694890737533569,positive
222,222,0.6659939289093018,0.01081304531544447,0.3231929540634155,0.6659939289093018,positive
223,223,0.03941436856985092,0.019841929897665977,0.9407437443733215,0.9407437443733215,neutral
224,224,0.4280064105987549,0.01216556504368782,0.5598280429840088,0.5598280429840088,neutral
225,225,0.9081751108169556,0.008061300031840801,0.08376360684633255,0.9081751108169556,positive
226,226,0.3449137508869171,0.008436664007604122,0.6466496586799622,0.6466496586799622,neutral
227,227,0.663323700428009,0.00765881547704339,0.3290174603462219,0.663323700428009,positive
228,228,0.5050093531608582,0.009003223851323128,0.48598748445510864,0.5050093531608582,positive
229,229,0.8560329675674438,0.007378786336630583,0.1365881860256195,0.8560329675674438,positive
230,230,0.21841494739055634,0.010434766300022602,0.7711502313613892,0.7711502313613892,neutral
231,231,0.40002554655075073,0.010171701200306416,0.5898028016090393,0.5898028016090393,neutral
232,232,0.3186521828174591,0.01744687557220459,0.6639009118080139,0.6639009118080139,neutral
233,233,0.23901160061359406,0.013974500820040703,0.7470138669013977,0.7470138669013977,neutral
234,234,0.1789824515581131,0.009643441997468472,0.8113741278648376,0.8113741278648376,neutral
235,235,0.8853486776351929,0.006983997765928507,0.10766734182834625,0.8853486776351929,positive
236,236,0.06853038817644119,0.5294656157493591,0.4020039737224579,0.5294656157493591,negative
237,237,0.19056203961372375,0.00968963373452425,0.7997483015060425,0.7997483015060425,neutral
238,238,0.5631043314933777,0.03182701766490936,0.40506860613822937,0.5631043314933777,positive
239,239,0.6094174385070801,0.008795937523245811,0.38178661465644836,0.6094174385070801,positive
240,240,0.16981633007526398,0.010699242353439331,0.8194844126701355,0.8194844126701355,neutral
241,241,0.09479299932718277,0.01500164158642292,0.8902053236961365,0.8902053236961365,neutral
242,242,0.7239629626274109,0.00703639630228281,0.26900070905685425,0.7239629626274109,positive
243,243,0.3911289870738983,0.4078819155693054,0.20098906755447388,0.4078819155693054,negative
244,244,0.17751754820346832,0.011215630918741226,0.8112668395042419,0.8112668395042419,neutral
245,245,0.5426527857780457,0.009109541773796082,0.44823765754699707,0.5426527857780457,positive
246,246,0.2393294721841812,0.006873308215290308,0.753797173500061,0.753797173500061,neutral
247,247,0.08549702912569046,0.08113865554332733,0.8333642482757568,0.8333642482757568,neutral
248,248,0.16673266887664795,0.024036282673478127,0.8092310428619385,0.8092310428619385,neutral
249,249,0.28823015093803406,0.05855536088347435,0.6532145142555237,0.6532145142555237,neutral
250,250,0.04437718912959099,0.0169374980032444,0.9386852979660034,0.9386852979660034,neutral
251,251,0.1361498087644577,0.016840729862451553,0.8470094799995422,0.8470094799995422,neutral
252,252,0.07989947497844696,0.1229913979768753,0.7971091866493225,0.7971091866493225,neutral
253,253,0.020772507414221764,0.9397650957107544,0.03946242853999138,0.9397650957107544,negative
254,254,0.05017745867371559,0.7055892944335938,0.24423322081565857,0.7055892944335938,negative
255,255,0.8556128144264221,0.007771057076752186,0.13661614060401917,0.8556128144264221,positive
256,256,0.4881470501422882,0.4177953898906708,0.09405747801065445,0.4881470501422882,positive
257,257,0.07056611031293869,0.832524299621582,0.09690959751605988,0.832524299621582,negative
258,258,0.2532797157764435,0.01067914068698883,0.7360411286354065,0.7360411286354065,neutral
259,259,0.80318284034729,0.009809206239879131,0.18700793385505676,0.80318284034729,positive
260,260,0.136774942278862,0.0150863416492939,0.8481387495994568,0.8481387495994568,neutral
261,261,0.8088164925575256,0.009568445384502411,0.18161499500274658,0.8088164925575256,positive
262,262,0.4827617108821869,0.012299278751015663,0.504939079284668,0.504939079284668,neutral
263,263,0.2782043516635895,0.00847538374364376,0.713320255279541,0.713320255279541,neutral
264,264,0.797886073589325,0.008360258303582668,0.19375364482402802,0.797886073589325,positive
265,265,0.4650784730911255,0.009386168792843819,0.5255354046821594,0.5255354046821594,neutral
266,266,0.43511971831321716,0.3852560520172119,0.17962421476840973,0.43511971831321716,positive
267,267,0.5847888588905334,0.020101407542824745,0.39510974287986755,0.5847888588905334,positive
268,268,0.8356872797012329,0.13542626798152924,0.028886375948786736,0.8356872797012329,positive
269,269,0.625974714756012,0.00876417476683855,0.36526110768318176,0.625974714756012,positive
270,270,0.8743889927864075,0.00736811151728034,0.11824294924736023,0.8743889927864075,positive
271,271,0.7500203251838684,0.013907128013670444,0.2360725700855255,0.7500203251838684,positive
272,272,0.5365299582481384,0.011213058605790138,0.45225706696510315,0.5365299582481384,positive
273,273,0.8607269525527954,0.006934303790330887,0.132338747382164,0.8607269525527954,positive
274,274,0.7949631810188293,0.019407225772738457,0.18562957644462585,0.7949631810188293,positive
275,275,0.15432988107204437,0.012491447851061821,0.833178699016571,0.833178699016571,neutral
276,276,0.8945695161819458,0.0072012413293123245,0.09822921454906464,0.8945695161819458,positive
277,277,0.2739509046077728,0.009001246653497219,0.7170478701591492,0.7170478701591492,neutral
278,278,0.42315712571144104,0.009880856610834599,0.5669620037078857,0.5669620037078857,neutral
279,279,0.20159649848937988,0.01378210261464119,0.7846214175224304,0.7846214175224304,neutral
280,280,0.2799411714076996,0.009553024545311928,0.7105057835578918,0.7105057835578918,neutral
281,281,0.22844240069389343,0.009173926897346973,0.7623836398124695,0.7623836398124695,neutral
282,282,0.2432907223701477,0.010071499273180962,0.746637761592865,0.746637761592865,neutral
283,283,0.8308597803115845,0.009983251802623272,0.1591569185256958,0.8308597803115845,positive
284,284,0.934300422668457,0.01763911545276642,0.04806046560406685,0.934300422668457,positive
285,285,0.4941660463809967,0.013461911119520664,0.492372065782547,0.4941660463809967,positive
286,286,0.9044582843780518,0.014258500188589096,0.08128315955400467,0.9044582843780518,positive
287,287,0.14425644278526306,0.01326029747724533,0.8424832820892334,0.8424832820892334,neutral
288,288,0.814743161201477,0.0074037290178239346,0.17785309255123138,0.814743161201477,positive
289,289,0.0328807532787323,0.14445646107196808,0.8226627111434937,0.8226627111434937,neutral
290,290,0.33767539262771606,0.01194576546549797,0.6503788232803345,0.6503788232803345,neutral
291,291,0.23050880432128906,0.011165671050548553,0.7583255767822266,0.7583255767822266,neutral
292,292,0.1619507372379303,0.010773539543151855,0.8272756934165955,0.8272756934165955,neutral
293,293,0.21228498220443726,0.012212513945996761,0.7755025029182434,0.7755025029182434,neutral
294,294,0.08951397240161896,0.39347273111343384,0.5170132517814636,0.5170132517814636,neutral
295,295,0.14061659574508667,0.011267917230725288,0.8481155037879944,0.8481155037879944,neutral
296,296,0.30834388732910156,0.011273425072431564,0.6803827285766602,0.6803827285766602,neutral
297,297,0.7113099694252014,0.008514970541000366,0.28017497062683105,0.7113099694252014,positive
298,298,0.9158810973167419,0.025606801733374596,0.05851211026310921,0.9158810973167419,positive
299,299,0.7651378512382507,0.008666712790727615,0.22619540989398956,0.7651378512382507,positive
300,300,0.12243780493736267,0.08467231690883636,0.7928898334503174,0.7928898334503174,neutral
301,301,0.5936266183853149,0.020959341898560524,0.3854140341281891,0.5936266183853149,positive
302,302,0.4827737808227539,0.010933925397694111,0.5062922835350037,0.5062922835350037,neutral
303,303,0.2802780568599701,0.24095763266086578,0.47876426577568054,0.47876426577568054,neutral
304,304,0.18555060029029846,0.014284037053585052,0.8001653552055359,0.8001653552055359,neutral
305,305,0.03161948546767235,0.8257692456245422,0.14261122047901154,0.8257692456245422,negative
306,306,0.12176219373941422,0.010526408441364765,0.8677114248275757,0.8677114248275757,neutral
307,307,0.09884554147720337,0.01086898148059845,0.8902854919433594,0.8902854919433594,neutral
308,308,0.9442261457443237,0.01823791116476059,0.037535883486270905,0.9442261457443237,positive
309,309,0.9468833208084106,0.013791990466415882,0.039324644953012466,0.9468833208084106,positive
310,310,0.20788052678108215,0.008875775150954723,0.7832437753677368,0.7832437753677368,neutral
311,311,0.10868491232395172,0.010070428252220154,0.8812447190284729,0.8812447190284729,neutral
312,312,0.8255842328071594,0.01914992555975914,0.15526577830314636,0.8255842328071594,positive
313,313,0.31009355187416077,0.014018423855304718,0.6758880019187927,0.6758880019187927,neutral
314,314,0.219925194978714,0.009053911082446575,0.7710208892822266,0.7710208892822266,neutral
315,315,0.2669634521007538,0.01490746345371008,0.7181290984153748,0.7181290984153748,neutral
316,316,0.5492631196975708,0.011763445101678371,0.4389733672142029,0.5492631196975708,positive
317,317,0.8346201181411743,0.0077187600545585155,0.1576610952615738,0.8346201181411743,positive
318,318,0.2705896496772766,0.010060830041766167,0.7193495035171509,0.7193495035171509,neutral
319,319,0.34892842173576355,0.010060726664960384,0.6410108804702759,0.6410108804702759,neutral
320,320,0.41918036341667175,0.013957045041024685,0.5668626427650452,0.5668626427650452,neutral
321,321,0.478031188249588,0.011365465819835663,0.5106033682823181,0.5106033682823181,neutral
322,322,0.6452359557151794,0.00945090502500534,0.345313161611557,0.6452359557151794,positive
