Index,Title,DatePublished,negative,neutral,positive,compound,sentiment,fpositive,fnegative,fneutral,score,label
40,"Wingu, Ride partner to provide swift services to customers",05-22-2023,0.029,0.779,0.192,0.9748,positive,0.6932565569877625,0.0109077040106058,0.2958357632160187,0.6932565569877625,positive
41,New trade policy promises to liberate the country,05-22-2023,0.029,0.787,0.184,0.9945,positive,0.2422014623880386,0.0158837791532278,0.7419148087501526,0.7419148087501526,neutral
42,"Real Estate powerhouse Flintstone Homes, preps to sells share in July",05-22-2023,0.043,0.816,0.14,0.9657,positive,0.1285208612680435,0.0345371551811695,0.8369420170783997,0.8369420170783997,neutral
43,Ahadu banks deal for its digital payment gateway,05-22-2023,0.05,0.783,0.167,0.9705,positive,0.5291088819503784,0.0095799639821052,0.4613110721111297,0.5291088819503784,positive
44,Gov’t shines light on demerits of spending big on construction,05-22-2023,0.033,0.774,0.193,0.9963,positive,0.3943155705928802,0.0113412411883473,0.5943431258201599,0.5943431258201599,neutral
45,EDR completes maiden heavy truck transport on rail,05-22-2023,0.0,0.89,0.11,0.9501,positive,0.1433864533901214,0.0138494595885276,0.8427640795707703,0.8427640795707703,neutral
46,Nyala Motors celebrates its golden jubilee,05-22-2023,0.0,0.946,0.054,0.8519,positive,0.1768883019685745,0.0078517440706491,0.8152599334716797,0.8152599334716797,neutral
47,Ministerial Forum a top feature at Big 5 Construct Ethiopia,05-15-2023,0.015,0.829,0.157,0.9864,positive,0.1407358646392822,0.0095185693353414,0.8497456312179565,0.8497456312179565,neutral
48,World’s leading coffee guide launches Amharic edition,05-15-2023,0.016,0.837,0.147,0.9843,positive,0.2810633182525635,0.0088562732562422,0.7100803256034851,0.7100803256034851,neutral
49,Inaugural GITEX Africa shows high global interests in Africa,05-15-2023,0.005,0.795,0.2,0.9995,positive,0.6006686687469482,0.0097780190408229,0.3895533978939056,0.6006686687469482,positive
50,UN Committee against torture publishes findings on Ethiopia,05-15-2023,0.312,0.576,0.112,-0.9978,negative,0.0216195322573184,0.7147865891456604,0.2635939121246338,0.7147865891456604,negative
51,"‘Don’t detain journalists for doing their job,” lament Ethiopia’s media houses...",05-08-2023,0.173,0.66,0.167,0.8555,positive,0.0346846021711826,0.8112578988075256,0.1540575474500656,0.8112578988075256,negative
52,Green Tech Africa trains Ethiopia’s auto technicians of tomorrow,05-08-2023,0.007,0.868,0.125,0.9946,positive,0.1450534462928772,0.017444621771574,0.8375019431114197,0.8375019431114197,neutral
53,Ethiopian Shipping and Logistics eyes new RoRo hub,05-08-2023,0.027,0.877,0.096,0.9752,positive,0.1979653537273407,0.0110459150746464,0.7909887433052063,0.7909887433052063,neutral
54,USD 155 million tagged Ethiopian Skylight Hotel opens for business,05-08-2023,0.0,0.95,0.05,0.875,positive,0.3720414042472839,0.0090825669467449,0.6188759803771973,0.6188759803771973,neutral
55,54 Capital FMCG joins the SAMANU umbrella,05-08-2023,0.0,0.742,0.258,0.9912,positive,0.8495343327522278,0.0070701180957257,0.1433954685926437,0.8495343327522278,positive
56,Recurrent conflict smacks SMEs out of business,05-08-2023,0.108,0.672,0.221,0.9972,positive,0.1824080646038055,0.3369480669498443,0.4806438684463501,0.4806438684463501,neutral
57,Trade Ministry lifts restrictions imposed on Hararge Khat,05-02-2023,0.105,0.828,0.067,-0.8481,negative,0.0315606147050857,0.6918174624443054,0.2766219079494476,0.6918174624443054,negative
58,"“We are not a pyramid scheme business,” ETCARE declares",05-02-2023,0.078,0.767,0.155,0.9846,positive,0.024179421365261,0.179576113820076,0.7962444424629211,0.7962444424629211,neutral
59,"UNECA, ITU celebrate Int’l Girls in ICT Day to bridge the...",05-02-2023,0.011,0.775,0.214,0.9971,positive,0.2409042418003082,0.0152487959712743,0.7438470125198364,0.7438470125198364,neutral
60,"Addis hosts AMR regional summit, WHO calls for collective action",05-02-2023,0.113,0.804,0.083,-0.9337,negative,0.1827675849199295,0.040546927601099,0.7766854763031006,0.7766854763031006,neutral
61,Cheshire Ethiopia celebrating 60th anniversary,05-02-2023,0.048,0.77,0.182,0.9887,positive,0.3467935621738434,0.0104961898177862,0.642710268497467,0.642710268497467,neutral
62,DMP Rail Terminal launches freight to transport life saving goods for...,05-02-2023,0.019,0.815,0.166,0.9876,positive,0.895876407623291,0.0071461396291852,0.0969774201512336,0.895876407623291,positive
63,Inflation registers new highs,05-02-2023,0.004,0.87,0.125,0.9862,positive,0.7224555611610413,0.1008804887533187,0.1766639649868011,0.7224555611610413,positive
64,Stay Easy Plus Hotel glitters for hospitality exploration,04-24-2023,0.0,0.888,0.112,0.9682,positive,0.4197246730327606,0.0091562494635581,0.5711190700531006,0.5711190700531006,neutral
65,Ethiopian Airlines hopeful to get shares of Nigeria Air as it...,04-24-2023,0.012,0.894,0.094,0.9649,positive,0.0953172817826271,0.3922796547412872,0.5124030113220215,0.5124030113220215,neutral
66,"Capital Newspaper, SAMANU pair for social impact",04-24-2023,0.028,0.811,0.161,0.9686,positive,0.2404055744409561,0.0140705965459346,0.7455238103866577,0.7455238103866577,neutral
67,"Customs commission leverages telebirr to settle tax, payments",04-24-2023,0.042,0.806,0.152,0.9828,positive,0.7522257566452026,0.0086453007534146,0.2391289621591568,0.7522257566452026,positive
68,Ethiopian Airlines preps to host the 11th edition of aviation stakeholder’s...,04-24-2023,0.011,0.809,0.18,0.9837,positive,0.504930317401886,0.0104492465034127,0.4846205413341522,0.504930317401886,positive
69,Djiboutian customs and operators on the same wavelength,04-24-2023,0.063,0.848,0.089,0.5719,positive,0.0402332320809364,0.6242340207099915,0.3355326950550079,0.6242340207099915,negative
70,Sudan’s top general says military committed to civilian rule,04-24-2023,0.176,0.736,0.088,-0.9974,negative,0.0628861337900161,0.7699267268180847,0.1671871691942215,0.7699267268180847,negative
71,The first in-person AfCFTA Business Forum set to take place in...,04-17-2023,0.012,0.749,0.239,0.9978,positive,0.7676976919174194,0.0081492727622389,0.2241529822349548,0.7676976919174194,positive
72,Reefer containers arrive in Djibouti ready for business,04-17-2023,0.011,0.869,0.12,0.9944,positive,0.1236724629998207,0.0181730631738901,0.8581544160842896,0.8581544160842896,neutral
73,"IMF predicts slow growth for Sub-Saharan Africa in 2023, but sees...",04-17-2023,0.039,0.825,0.136,0.9756,positive,0.4757184684276581,0.3539510071277618,0.1703306287527084,0.4757184684276581,positive
74,"Agrilevante, the agricultural technology exhibition",04-17-2023,0.0,0.811,0.189,0.9963,positive,0.0992474853992462,0.0125053562223911,0.8882471919059753,0.8882471919059753,neutral
75,Reforming global aid and finance would make ending hunger an ‘affordable...,04-17-2023,0.075,0.737,0.189,0.9922,positive,0.3079104125499725,0.0258402973413467,0.6662492752075195,0.6662492752075195,neutral
76,More than 2.3 million children out of school in northern Ethiopia...,04-17-2023,0.235,0.648,0.117,-0.9946,negative,0.0280908923596143,0.7197172045707703,0.2521919012069702,0.7197172045707703,negative
77,Agribusiness takes root at the banks of River Bilate,04-10-2023,0.025,0.849,0.126,0.9943,positive,0.18818099796772,0.0178781133145093,0.7939409017562866,0.7939409017562866,neutral
78,IATA’s “Focus Africa” to Strengthen Aviation’s Contribution to African Development,04-10-2023,0.073,0.727,0.199,0.9949,positive,0.6406036019325256,0.0209288503974676,0.3384675979614258,0.6406036019325256,positive
79,Arifpay integrates with EthSwitch to propel country’s payment industry,04-10-2023,0.01,0.68,0.31,0.9939,positive,0.8469952344894409,0.0068204496055841,0.1461843401193618,0.8469952344894409,positive
80,DMP switches to international transshipment of vehicles,04-10-2023,0.011,0.851,0.139,0.9705,positive,0.875736653804779,0.0078098899684846,0.116453468799591,0.875736653804779,positive
81,"Ethio-Telecom, Federal Supreme court couple to digitize judicial system",04-10-2023,0.0,0.619,0.381,0.9958,positive,0.7878900170326233,0.0081126075237989,0.2039974927902221,0.7878900170326233,positive
82,DMP begins export of oil from Golden Africa Djibouti,04-10-2023,0.018,0.913,0.069,0.7269,positive,0.928988754749298,0.0085909953340888,0.0624202005565166,0.928988754749298,positive
83,Rice debuts at ECX’s trading floor,04-10-2023,0.011,0.898,0.092,0.891,positive,0.7216106057167053,0.010255116969347,0.2681342661380768,0.7216106057167053,positive
84,Ethiopia’s logistics leadership shifts gear,04-03-2023,0.0,0.928,0.072,0.9325,positive,0.0545544549822807,0.03230482339859,0.9131407141685486,0.9131407141685486,neutral
85,"Electricity policies, regulatory frameworks deemed critical in sparking private investment in...",04-03-2023,0.023,0.746,0.232,0.9976,positive,0.54719477891922,0.0105041405186057,0.4423010647296905,0.54719477891922,positive
86,Huawei stands steadfast despite 69 percent decline in profit,04-03-2023,0.017,0.756,0.227,0.9966,positive,0.3253073692321777,0.6405770778656006,0.0341155417263507,0.6405770778656006,negative
87,PACCI asked African governments to speed up processes towards the full...,04-03-2023,0.077,0.789,0.133,0.9001,positive,0.6466161608695984,0.0240217000246047,0.329362154006958,0.6466161608695984,positive
88,"Teen, young adult care project – Wubanchi launches a second phase",04-03-2023,0.129,0.716,0.155,0.2732,positive,0.1268682777881622,0.0135777946561574,0.859553873538971,0.859553873538971,neutral
89,"AENCon23 to fast-track renewable energy investment in Ethiopia, Tanzania",04-03-2023,0.011,0.7,0.289,0.9978,positive,0.843210756778717,0.0071083814837038,0.1496808528900146,0.843210756778717,positive
90,Trade Ministry in works to revitalize chambers of commerce law,03-27-2023,0.059,0.758,0.184,0.9851,positive,0.0754429101943969,0.0527767986059188,0.871780276298523,0.871780276298523,neutral
91,"Ethiopia’s closed financial doors hamper climate financing, new report reveals",03-27-2023,0.067,0.807,0.126,0.9578,positive,0.0879859924316406,0.0922886133193969,0.8197253942489624,0.8197253942489624,neutral
92,Ethiopian delegates visit Djibouti to iron out customs issues,03-27-2023,0.031,0.879,0.09,0.9371,positive,0.1374243944883346,0.1251681745052337,0.737407386302948,0.737407386302948,neutral
93,Ethiopia launches National Food and Nutrition Strategy Baseline Survey Report,03-27-2023,0.034,0.807,0.159,0.9891,positive,0.8046110272407532,0.1027584671974182,0.0926305204629898,0.8046110272407532,positive
94,Private sector deemed key to unlocking AfCFTA potential,03-27-2023,0.041,0.765,0.194,0.9936,positive,0.3419181108474731,0.017715185880661,0.6403667330741882,0.6403667330741882,neutral
95,World known neurovascular interventionist shares experience with Ethiopian health professional,03-20-2023,0.0,0.746,0.254,0.9403,positive,0.3147206902503967,0.0076087289489805,0.6776705384254456,0.6776705384254456,neutral
96,"Local problems, local solutions: Agriprenuer eyes to bridge gap in edible...",03-20-2023,0.026,0.862,0.112,0.9878,positive,0.208799198269844,0.0130641292780637,0.778136670589447,0.778136670589447,neutral
97,UNECA report reveals hope of growth for Africa’s GDP,03-20-2023,0.09,0.759,0.151,0.9796,positive,0.081308864057064,0.8622715473175049,0.0564196221530437,0.8622715473175049,negative
98,Oromia region lifts wheat price cap,03-20-2023,0.092,0.817,0.091,-0.7538,negative,0.0150551246479153,0.9036604166030884,0.0812844261527061,0.9036604166030884,negative
99,Northern Africa OTF 2023,03-15-2023,0.017,0.765,0.218,0.9944,positive,0.6040993332862854,0.0103390756994485,0.3855615556240082,0.6040993332862854,positive
100,"UNECA amplifies joint partnership to unlock challenges faced by landlocked, small...",03-13-2023,0.083,0.737,0.179,0.9939,positive,0.0237908214330673,0.9160836338996888,0.0601256042718887,0.9160836338996888,negative
101,"UN, French embassy host forum to light a digital pathway for...",03-13-2023,0.048,0.781,0.171,0.9814,positive,0.0907024070620536,0.1613665521144867,0.7479310631752014,0.7479310631752014,neutral
102,Government pledges to address obstacles of horticulture sector,03-13-2023,0.042,0.824,0.134,0.8074,positive,0.6597130298614502,0.0131928250193595,0.3270941376686096,0.6597130298614502,positive
103,Ethiopia Cup of Excellence suspended over country’s situational woes,03-06-2023,0.08,0.751,0.169,0.9729,positive,0.4989941716194153,0.0844710543751716,0.4165347814559936,0.4989941716194153,positive
104,DMP shifts to a higher gear following $7 million investment,03-06-2023,0.004,0.773,0.224,0.9971,positive,0.9154446125030518,0.008802737109363,0.0757527202367782,0.9154446125030518,positive
105,Siinqee bank’s evolution starts on a high,03-06-2023,0.016,0.814,0.17,0.9914,positive,0.935581624507904,0.0137799773365259,0.0506384633481502,0.935581624507904,positive
106,Civil Aviation prepares incentive to woo private investors,03-06-2023,0.021,0.812,0.167,0.9925,positive,0.478464126586914,0.0127611625939607,0.5087746977806091,0.5087746977806091,neutral
107,"CBE, Safaricom Ethiopia deepen roots by inking MOU",03-06-2023,0.0,0.752,0.248,0.9833,positive,0.8626589775085449,0.0068802586756646,0.1304607689380645,0.8626589775085449,positive
108,Leaders address carbon market potential,02-27-2023,0.015,0.789,0.196,0.9938,positive,0.7294405102729797,0.0093225520104169,0.2612369954586029,0.7294405102729797,positive
109,Ministry of Health double downs on immunization coverage following AU sensitization,02-27-2023,0.061,0.775,0.165,0.9944,positive,0.771172285079956,0.0496063716709613,0.1792213171720504,0.771172285079956,positive
110,ZayRide founders add Abyssinia Cement to investment portfolio,02-27-2023,0.016,0.93,0.054,0.836,positive,0.0872246548533439,0.0208372641354799,0.8919380903244019,0.8919380903244019,neutral
111,"CCBA-Ethiopia announces plastic bottle subsidy, pledges up to 10 million birr",02-27-2023,0.025,0.851,0.124,0.872,positive,0.8007845878601074,0.0077490303665399,0.1914663910865783,0.8007845878601074,positive
112,"Preparations underway for the 59th annual medical conference, int’l health expo",02-27-2023,0.0,0.803,0.197,0.9899,positive,0.2228143960237503,0.0097709633409976,0.7674146294593811,0.7674146294593811,neutral
113,Addis chamber opens int’l exhibition to connect domestic producers with foreign...,02-27-2023,0.0,0.75,0.25,0.9799,positive,0.7869695425033569,0.0086880857124924,0.2043423652648925,0.7869695425033569,positive
114,Millers express scare over market driven wheat shortages,02-20-2023,0.083,0.88,0.037,-0.9207,negative,0.0265702530741691,0.9218989014625548,0.0515308380126953,0.9218989014625548,negative
115,Falling coffee prices rattle Ethiopian exporters,02-20-2023,0.05,0.839,0.111,0.9371,positive,0.0133838029578328,0.960785984992981,0.0258301943540573,0.960785984992981,negative
116,Ethiopian Shipping and Logistics signals desire to procure more trucks,02-20-2023,0.043,0.879,0.078,0.9062,positive,0.2229845821857452,0.0138761438429355,0.7631392478942871,0.7631392478942871,neutral
117,BGI injects 500 million birr to face lift Meta Abo,02-20-2023,0.006,0.895,0.099,0.946,positive,0.6710251569747925,0.0093120066449046,0.319662868976593,0.6710251569747925,positive
118,Ethiopia gains not so rosy returns on Valentine’s week flower export,02-20-2023,0.056,0.822,0.122,0.9552,positive,0.633038341999054,0.2836503982543945,0.0833113491535186,0.633038341999054,positive
119,Oromia bank embarks ‘Center of Excellence’ construction,02-13-2023,0.012,0.848,0.14,0.9716,positive,0.144799456000328,0.0085072759538888,0.846693217754364,0.846693217754364,neutral
120,Gov’t internet censorship renders Ethiopia as among top internet axed nations,02-13-2023,0.165,0.793,0.042,-0.9879,negative,0.0115720061585307,0.8714848160743713,0.1169431656599044,0.8714848160743713,negative
121,Church rifts ensue uncertain times,02-13-2023,0.138,0.727,0.135,-0.9246,negative,0.0247197262942791,0.8401252627372742,0.135154977440834,0.8401252627372742,negative
122,Krones supports Menschen für Menschen,02-13-2023,0.0,0.965,0.035,0.5574,positive,0.4535585641860962,0.0081780916079878,0.5382633805274963,0.5382633805274963,neutral
123,Military and police abuses are a key cause of Africa’s surge...,02-13-2023,0.221,0.697,0.082,-0.9964,negative,0.0401533506810665,0.8129900097846985,0.1468566656112671,0.8129900097846985,negative
124,CBE steps up in all angles making colossal gains,02-06-2023,0.0,0.872,0.128,0.9899,positive,0.855150043964386,0.022366652265191,0.1224832609295845,0.855150043964386,positive
125,UN’s economic outlook projects inflation to moderate in Ethiopia,02-06-2023,0.169,0.719,0.112,-0.9896,negative,0.0269374139606952,0.94574236869812,0.0273202545940876,0.94574236869812,negative
126,Agrilevante 2023: the organisational machine is up and running,02-06-2023,0.012,0.807,0.181,0.9839,positive,0.1759161353111267,0.0105110965669155,0.8135727643966675,0.8135727643966675,neutral
127,Measles and cholera outbreaks pose deadly threat to already malnourished children,02-06-2023,0.212,0.694,0.094,-0.9957,negative,0.0102483835071325,0.961984395980835,0.0277671832591295,0.961984395980835,negative
128,Norfund invests in SAMANU to increase production of edible oils,02-06-2023,0.004,0.737,0.259,0.9974,positive,0.9217644929885864,0.0081222634762525,0.07011329382658,0.9217644929885864,positive
129,Logistics giant ESLSE attains success mid budget year despite global bumps,01-30-2023,0.057,0.833,0.11,0.9862,positive,0.8728454113006592,0.0628332868218422,0.064321368932724,0.8728454113006592,positive
130,ECX inks agreement with Ethiopian Artificial Intelligence Institute to launch online...,01-30-2023,0.0,0.846,0.154,0.8591,positive,0.7034195065498352,0.0075892400927841,0.2889913320541382,0.7034195065498352,positive
131,Import inputs shortage paralyzes leather industry output,01-30-2023,0.031,0.876,0.093,0.9679,positive,0.0396180674433708,0.9098841547966005,0.0504977777600288,0.9098841547966005,negative
132,Cement price caps come in to effect in Addis,01-30-2023,0.094,0.843,0.063,-0.8176,negative,0.157274067401886,0.3529558479785919,0.4897701144218445,0.4897701144218445,neutral
133,"Excise tax draft on automobiles, telecommunication tables in parliament",01-30-2023,0.05,0.892,0.057,0.5719,positive,0.1184412762522697,0.0546407215297222,0.8269179463386536,0.8269179463386536,neutral
134,Haile Grand Hotel opens its doors in the capital,01-30-2023,0.032,0.832,0.136,0.9655,positive,0.3032681345939636,0.0456837564706802,0.6510481238365173,0.6510481238365173,neutral
135,Irish NGO Vita awards 12 innovative startups,01-30-2023,0.009,0.681,0.31,0.9975,positive,0.6171530485153198,0.0091249197721481,0.3737219870090484,0.6171530485153198,positive
136,Gov’t discards rumors of official birr devaluation,01-23-2023,0.068,0.852,0.08,0.798,positive,0.1063323244452476,0.1327602565288543,0.7609073519706726,0.7609073519706726,neutral
137,"Rift between the rich, poor widens astronomically report reveals",01-23-2023,0.084,0.69,0.227,0.9981,positive,0.1387114822864532,0.5316100716590881,0.329678475856781,0.5316100716590881,negative
138,General inflation records fractional decrease,01-23-2023,0.035,0.893,0.072,0.7579,positive,0.0169969443231821,0.963735818862915,0.0192672442644834,0.963735818862915,negative
139,Hijra bank remains sturdy in maiden financial year despite loss,01-23-2023,0.043,0.82,0.137,0.9839,positive,0.1481158286333084,0.0264715068042278,0.8254126906394958,0.8254126906394958,neutral
140,HRW says growing authoritarianism causing huge suffering,01-23-2023,0.229,0.7,0.071,-0.9994,negative,0.0137823903933167,0.9309934973716736,0.0552240274846553,0.9309934973716736,negative
141,Federal Supreme Court president Meaza Ashenafi and vice president Solomon Areda...,01-17-2023,0.102,0.714,0.184,0.3818,positive,0.0178869683295488,0.5866634249687195,0.3954495191574096,0.5866634249687195,negative
142,Artisanal invading gold miners derailing Kurmuk operations to be kicked out,01-16-2023,0.084,0.774,0.142,0.9694,positive,0.0141522735357284,0.8915837407112122,0.0942640677094459,0.8915837407112122,negative
143,Tele leads the corporate scene as it generates 33.8 bln birr...,01-16-2023,0.022,0.821,0.157,0.995,positive,0.9391107559204102,0.0137551482766866,0.0471341013908386,0.9391107559204102,positive
144,France grants Ethiopia 32 mln euros to help country recoup,01-16-2023,0.075,0.751,0.174,0.9829,positive,0.7799862623214722,0.0142821054905653,0.2057316601276397,0.7799862623214722,positive
145,Preparations afoot for the annual CSO week scheduled for May,01-16-2023,0.0,0.723,0.277,0.9977,positive,0.2528746724128723,0.0101742884144186,0.7369510531425476,0.7369510531425476,neutral
146,Dashen Bank reinvents credit service with ‘Dube’,01-16-2023,0.056,0.783,0.161,0.9751,positive,0.3156256377696991,0.0086255595088005,0.6757488250732422,0.6757488250732422,neutral
147,Tele partners with GETFACTet to empower the young generation,01-09-2023,0.029,0.687,0.285,0.9937,positive,0.7114424705505371,0.0081518869847059,0.2804056406021118,0.7114424705505371,positive
148,Directive to pave way for exporters to sell coffee in foreign...,01-09-2023,0.008,0.826,0.166,0.9955,positive,0.1800701767206192,0.015412057749927,0.8045178055763245,0.8045178055763245,neutral
149,NBE beefs up capacity to shoulder growing financial responsibilities,01-09-2023,0.0,0.832,0.168,0.9955,positive,0.385764479637146,0.0110633634030818,0.6031721234321594,0.6031721234321594,neutral
150,Amount of blocked airline funds rising,01-09-2023,0.083,0.774,0.143,0.9738,positive,0.3021218180656433,0.1894070208072662,0.5084711909294128,0.5084711909294128,neutral
151,"Unexpected downpour in Djibouti impedes port, road logistics",01-02-2023,0.086,0.828,0.086,-0.0258,neutral,0.0129583664238452,0.934968650341034,0.0520730353891849,0.934968650341034,negative
